politician,polltype,subgroup,start_date,end_date,pollster_rating_name,sample_size,raw_sample_size,population,weight,approve,disapprove,approve_adjusted,disapprove_adjusted,tracking,url,poll_id,question_id,created_at,timestamp,pollster_rating_id,subpopulation
Joe Biden,potus-approve,All polls,2022-03-04,2022-03-06,Morning Consult,2005,2005,rv,0.5959880394959833,45,51,42.80631949336148,51.71954053667116,NA,https://morningconsult.com/2022/03/08/biden-approval-improves-state-of-the-union-ukraine/,78543,153466,2022-03-08,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-03-04,2022-03-06,Quinnipiac University,1374,1374,a,0.6953145694269784,38,51,41.5326283674331,49.98624842661479,NA,https://poll.qu.edu/poll-release?releaseid=3838,78541,153451,2022-03-07,2024-03-05T14:51:09Z,267,NA
Joe Biden,potus-approve,All polls,2022-03-02,2022-03-06,Rasmussen Reports,1500,1500,lv,0.515496813767252,44,54,42.47948848651595,51.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78540,153206,2022-03-07,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2022-03-03,2022-03-05,Morning Consult,4420,4420,a,0.8848944891222964,45,50,43.80631949336148,51.343856685714,NA,https://morningconsult.com/2022/04/11/metaverse-interest-data-survey/,78738,154518,2022-04-11,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-03-02,2022-03-04,TIPP Insights,1318,1318,a,0.9630762347393765,39,47,39.15881994458367,51.891344086304095,NA,https://www.investors.com/politics/biden-approval-rating-gets-anemic-state-of-the-union-bounce-amid-hot-inflation/,78539,153202,2022-03-07,2024-03-05T14:51:09Z,144,NA
Joe Biden,potus-approve,All polls,2022-03-01,2022-03-03,"Cor Services, Inc.",524,524,lv,0.6072515115757626,47,48,48.10719595368918,47.089517025434596,NA,https://excellenceinpolling.com/public_poll/2022-national-quarter-1-tracking-poll/,78683,154226,2022-03-29,2024-03-05T14:51:09Z,688,NA
Joe Biden,potus-approve,All polls,2022-03-01,2022-03-02,Marist College,1322,1322,a,0.682030333999468,47,50,46.730959205031674,51.23891663818412,NA,https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-bounce-for-biden-following-state-of-the-union-march-2022/,78536,153177,2022-03-04,2024-03-05T14:51:09Z,183,NA
Joe Biden,potus-approve,All polls,2022-02-23,2022-03-01,Morning Consult,7033,45000,a,1.1162222224612388,42,50,40.80631949336148,51.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,78531,153169,2022-03-03,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-26,2022-03-01,YouGov,1500,1500,a,0.515496813767252,42,47,41.73489782111722,47.7798200019007,NA,https://docs.cdn.yougov.com/omtmdczu48/econToplines.pdf,78521,153111,2022-03-02,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-27,2022-03-01,Rasmussen Reports,1500,1500,lv,0.515496813767252,42,56,40.47948848651595,53.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78520,153110,2022-03-02,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2022-02-28,2022-03-01,Ipsos,1005,1005,a,0.5946631048787299,42.59,54.06,41.993523683787,54.216804105643874,NA,https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-03022022,78518,153099,2022-03-01,2024-03-05T14:51:09Z,154,NA
Joe Biden,potus-approve,All polls,2022-02-01,2022-02-28,ActiVote,926,926,rv,0.8072507447839596,41,53,41.85884659158032,52.64927185775689,NA,https://www.activote.net/the-lefts-disapproval-of-joe-biden/,84912,188118,2023-12-08,2024-03-05T14:51:09Z,721,NA
Joe Biden,potus-approve,All polls,2022-02-01,2022-02-28,SurveyMonkey,7033,42230,a,1.4050170517157001,43,54,41.622080624232716,52.19079976507341,NA,https://www.surveymonkey.com/curiosity/biden-approval-tracker-2022/,80787,162058,2022-09-24,2024-03-05T14:51:09Z,324,NA
Joe Biden,potus-approve,All polls,2022-02-24,2022-02-28,YouGov,2238,2238,a,0.6296662225228933,44,56,43.73489782111722,56.7798200019007,NA,https://www.cbsnews.com/news/russia-ukraine-biden-state-of-the-union-opinion-poll-2022-02-29/,78512,153058,2022-03-01,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-26,2022-02-27,Morning Consult,2210,2210,a,0.6257148938929814,42,54,40.80631949336148,55.343856685714,NA,https://morningconsult.com/2022/02/28/russia-ukraine-invasion-companies-take-action/,78571,153581,2022-03-14,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-25,2022-02-27,Quinnipiac University,1364,1364,a,0.6927796919790437,37,52,40.5326283674331,50.98624842661479,NA,https://poll.qu.edu/poll-release?releaseid=3837,78511,153044,2022-02-28,2024-03-05T14:51:09Z,267,NA
Joe Biden,potus-approve,All polls,2022-02-25,2022-02-27,Morning Consult,2004,2004,rv,0.5958393955132509,41,56,38.80631949336148,56.71954053667116,NA,https://morningconsult.com/2022/02/28/biden-approval-rating-ukraine-crisis/,78509,153042,2022-02-28,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-24,2022-02-27,YouGov,1532,1532,a,0.5209664291080679,41,53,40.73489782111722,53.7798200019007,NA,https://news.yahoo.com/poll-74-percent-of-americans-call-russias-ukraine-invasion-unjustified-142128676.html,78507,153021,2022-02-28,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-26,2022-02-26,Morning Consult,2002,2002,rv,0.5955419962456531,44,54,41.80631949336148,54.71954053667116,NA,https://www.api.org/news-policy-and-issues/blog/2022/03/01/voters-to-biden-us-gas-oil-strengthens-global-security,78522,153113,2022-03-02,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-23,2022-02-25,Big Village,1007,1007,a,0.841817008704125,38.9,50.1,39.65311616371736,51.58517133734475,NA,https://engine-insights.com/blog/public-opinion-polling/,78821,154898,2022-04-26,2024-03-05T14:51:09Z,37,NA
Joe Biden,potus-approve,All polls,2022-02-24,2022-02-25,YouGov,1007,1007,rv,0.4223719717336195,41,55,39.73489782111722,55.15550385285786,NA,https://today.yougov.com/topics/politics/articles-reports/2022/03/01/americans-tax-plan-biden-scott-cawthorn,78525,153149,2022-03-02,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-23,2022-02-24,NewsNation,1046,1046,rv,0.8579634823735558,42.8,57.2,39.181440507207,55.82437325581911,NA,https://www.newsnationnow.com/polls/voters-doubt-biden-on-all-fronts-newsnation-poll-shows/,78506,153018,2022-02-28,2024-03-05T14:51:09Z,696,NA
Joe Biden,potus-approve,All polls,2022-02-20,2022-02-24,ABC News/The Washington Post,1011,1011,a,0.8434872821890308,37,55,38.49828082826217,54.201127805806756,NA,https://www.washingtonpost.com/politics/2022/02/27/biden-post-abc-poll/,78500,152997,2022-02-27,2024-03-05T14:51:09Z,3,NA
Joe Biden,potus-approve,All polls,2022-02-23,2022-02-24,Harris Insights & Analytics,2026,2026,rv,1.194050463548485,38,55,35.3678712314845,55.08590347382953,NA,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/a7e91458-499d-d0b4-70c5-192fa4bba67f/HHP_Feb_2022_Final_Deck_002_.pdf,78499,152981,2022-02-25,2024-03-05T14:51:09Z,133,NA
Joe Biden,potus-approve,All polls,2022-02-24,2022-02-24,Morning Consult,1717,1717,rv,0.45899805020900997,47,51,44.80631949336148,51.71954053667116,NA,https://morningconsult.com/2022/02/24/ukraine-polling-sanctions-inflation/,78498,152980,2022-02-25,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-22,2022-02-24,Rasmussen Reports,1500,1500,lv,0.515496813767252,40,58,38.47948848651595,55.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78494,152958,2022-02-25,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2022-02-19,2022-02-23,The Bullfinch Group,1247,1247,a,0.9367769320431429,44,51,41.69774312218809,52.64403101708394,NA,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q1-nationwide-survey,78495,152959,2022-02-25,2024-03-05T14:51:09Z,692,NA
Joe Biden,potus-approve,All polls,2022-02-19,2022-02-23,Echelon Insights,1078,1078,rv,0.8709883407113854,44,53,42.19591886777167,51.79914381087618,NA,https://echeloninsights.com/in-the-news/february-22-omnibus-political-2/,78492,152920,2022-02-24,2024-03-05T14:51:09Z,407,NA
Joe Biden,potus-approve,All polls,2022-02-23,2022-02-23,Redfield & Wilton Strategies,1500,1500,rv,1.027421360325823,39,41,40.57194418125929,48.14972883329628,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-23-february-2022/,78490,152874,2022-02-24,2024-03-05T14:51:09Z,562,NA
Joe Biden,potus-approve,All polls,2022-02-22,2022-02-23,Ipsos,1004,1004,a,0.5943671789560109,43.07,53.07,42.47352368378699,53.22680410564387,NA,https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-02242022,78489,152873,2022-02-24,2024-03-05T14:51:09Z,154,NA
Joe Biden,potus-approve,All polls,2022-02-17,2022-02-22,Global Strategy Group/GBAO (Navigator Research),1395,1395,rv,0.9908092783366541,43,55,41.59953446607375,53.52178686299856,NA,https://navigatorresearch.org/pandemic-messaging-should-focus-on-using-public-health-tools-while-staying-vigilant/,78501,152998,2022-02-27,2024-03-05T14:51:09Z,413,NA
Joe Biden,potus-approve,All polls,2022-02-19,2022-02-22,Beacon Research/Shaw & Co. Research,1001,1001,rv,0.8393053660837311,43,56,40.21070845461094,54.343447437266256,NA,https://www.foxnews.com/official-polls/fox-news-poll-president-biden-not-tough-russia,78493,152942,2022-02-24,2024-03-05T14:51:09Z,103,NA
Joe Biden,potus-approve,All polls,2022-02-16,2022-02-22,McLaughlin & Associates,1000,1000,lv,0.8388860278781478,41,57,38.30499942339482,55.251606676995145,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2022/02/National-Monthly-February-2022-Release.pdf,78491,152899,2022-02-24,2024-03-05T14:51:09Z,203,NA
Joe Biden,potus-approve,All polls,2022-02-16,2022-02-22,Morning Consult,7033,45000,a,1.1162222224612388,42,50,40.80631949336148,51.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,78482,152863,2022-02-24,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-19,2022-02-22,YouGov,1500,1500,a,0.515496813767252,41,49,40.73489782111722,49.7798200019007,NA,https://docs.cdn.yougov.com/af2sfv6t42/econToplines.pdf,78475,152841,2022-02-23,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-15,2022-02-21,Marist College,1264,1264,a,0.9431407246324587,39,55,38.730959205031674,56.23891663818412,NA,https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-the-biden-administration-heading-into-the-state-of-the-union-address-february-2022/,78496,152963,2022-02-25,2024-03-05T14:51:09Z,183,NA
Joe Biden,potus-approve,All polls,2022-02-18,2022-02-21,AP-NORC,1289,1289,a,0.9524220023993927,44,55,41.946238788005175,53.031305604976346,NA,https://apnorc.org/projects/bidens-promise-to-nominate-a-black-woman-to-the-supreme-court/,78486,152870,2022-02-24,2024-03-05T14:51:09Z,397,NA
Joe Biden,potus-approve,All polls,2022-02-19,2022-02-21,Morning Consult,2005,2005,rv,0.5959880394959833,45,53,42.80631949336148,53.71954053667116,NA,https://morningconsult.com/2022/02/22/ukraine-russia-polling-donbas-sanctions-gas-hikes/,78473,152806,2022-02-22,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-17,2022-02-21,Rasmussen Reports,1500,1500,lv,0.515496813767252,46,53,44.47948848651595,50.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78469,152797,2022-02-22,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2022-02-19,2022-02-20,Morning Consult,4009,4009,rv,0.8427492678536495,44,53,41.80631949336148,53.71954053667116,NA,https://morningconsult.com/2022/03/21/urban-voters-affordable-housing-renters-homeowners-survey/,78598,153733,2022-03-21,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-18,2022-02-20,Morning Consult,2005,2005,rv,0.5959880394959833,44,52,41.80631949336148,52.71954053667116,NA,https://thehill.com/homenews/administration/596273-44-percent-of-voters-approve-of-bidens-job-performance,78516,153097,2022-03-01,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-16,2022-02-20,Suffolk University,1000,1000,rv,0.8388860278781478,39.4,56.6,39.72030172771921,54.58037434409577,NA,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2022/02_28_2022_complete_marginals.pdf,78503,153004,2022-02-28,2024-03-05T14:51:09Z,323,NA
Joe Biden,potus-approve,All polls,2022-02-19,2022-02-20,Morning Consult,2005,2005,rv,0.5959880394959833,45,51,42.80631949336148,51.71954053667116,NA,https://morningconsult.com/2022/02/22/ukraine-russia-polling-donbas-sanctions-gas-hikes/,78474,152807,2022-02-22,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-17,2022-02-20,American Research Group,1100,1100,a,0.8798310886449139,44,52,42.97970411313195,52.68256701662923,NA,https://americanresearchgroup.com/economy/,78466,152760,2022-02-22,2024-03-05T14:51:09Z,9,NA
Joe Biden,potus-approve,All polls,2022-02-19,2022-02-20,Emerson College,1138,1138,rv,0.8948991427648834,42,49.7,41.11083608936718,53.05669920716362,NA,https://emersonpolling.reportablenews.com/pr/february-2022-national-poll-inflation-tops-nation-s-concerns-perception-of-covid-s-public-health-threat-drops,78464,152763,2022-02-22,2024-03-05T14:51:09Z,88,NA
Joe Biden,potus-approve,All polls,2022-02-15,2022-02-18,YouGov,2484,2484,a,0.6633704953093231,43,57,42.73489782111722,57.7798200019007,NA,https://www.cbsnews.com/news/biden-inflation-black-americans-opinion-poll-02-20-2022/,78462,152744,2022-02-20,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-10,2022-02-17,Tarrance Group,800,800,rv,0.7503224734841288,41,53,39.672849205447875,53.30249950890828,NA,https://thehill.com/homenews/campaign/596097-rnc-releases-poll-ahead-of-sotu-showing-biden-approval-underwater,78510,153043,2022-02-28,2024-03-05T14:51:09Z,333,NA
Joe Biden,potus-approve,All polls,2022-02-01,2022-02-17,Gallup,1008,1008,a,0.8422348876123157,41,55,40.804308754528826,53.34485274009402,NA,https://news.gallup.com/poll/390086/biden-ratings-economy-foreign-affairs-russia-near.aspx,78467,152762,2022-02-22,2024-03-05T14:51:09Z,112,NA
Joe Biden,potus-approve,All polls,2022-02-15,2022-02-16,The Winston Group,1000,1000,rv,0.8388860278781478,43,47,42.27372522674156,50.07975833919629,NA,https://www.winningtheissues.org/wp-content/uploads/2022/04/Winning-the-Issues-February-2022-National-Survey.pdf,78845,155016,2022-04-27,2024-03-05T14:51:09Z,385,NA
Joe Biden,potus-approve,All polls,2022-02-13,2022-02-16,Trafalgar Group,1078,1078,lv,0.8709883407113854,39.1,58.2,41.24061362001081,54.00445492011064,NA,https://www.thetrafalgargroup.org/wp-content/uploads/2022/02/TRF-Biden-Approval-0217-Poll-Report.pdf,78460,152739,2022-02-18,2024-03-05T14:51:09Z,338,NA
Joe Biden,potus-approve,All polls,2022-02-14,2022-02-16,Rasmussen Reports,1500,1500,lv,0.515496813767252,41,58,39.47948848651595,55.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78449,152728,2022-02-17,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2022-02-09,2022-02-15,Morning Consult,7033,45000,a,1.1162222224612388,41,50,39.80631949336148,51.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,78455,152734,2022-02-17,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-12,2022-02-15,YouGov,1500,1500,a,0.515496813767252,39,50,38.73489782111722,50.7798200019007,NA,https://twitter.com/YouGovAmerica/status/1493949054325334024,78443,152682,2022-02-16,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-14,2022-02-15,Ipsos,1005,1005,a,0.4219523273461192,44.26,50.81,43.66352368378699,50.966804105643874,NA,https://www.ipsos.com/en-us/news-polls/ipsos-core-political-survey-presidential-approval-tracker-02162022,78439,152653,2022-02-15,2024-03-05T14:51:09Z,154,NA
Joe Biden,potus-approve,All polls,2022-02-10,2022-02-14,Quinnipiac University,1321,1321,a,0.40656019583327224,35,55,38.5326283674331,53.98624842661479,NA,https://poll.qu.edu/poll-release?releaseid=3835,78445,152703,2022-02-16,2024-03-05T14:51:09Z,267,NA
Joe Biden,potus-approve,All polls,2022-02-12,2022-02-13,Morning Consult,2210,2210,a,0.6257148938929814,42,52,40.80631949336148,53.343856685714,NA,https://morningconsult.com/2022/03/08/smart-guns-survey/,78546,153497,2022-03-08,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-12,2022-02-13,Morning Consult,2005,2005,rv,0.5959880394959833,43,53,40.80631949336148,53.71954053667116,NA,https://www.politico.com/f/?id=0000017f-0229-df48-a77f-42a928d30000,78441,152667,2022-02-16,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-09,2022-02-13,Rasmussen Reports,1500,1500,lv,0.515496813767252,42,57,40.47948848651595,54.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78434,152637,2022-02-14,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2022-02-09,2022-02-11,Big Village,1007,1007,a,0.841817008704125,41.4,50,42.15311616371736,51.485171337344745,NA,https://engine-insights.com/blog/public-opinion-polling/,78822,154899,2022-04-26,2024-03-05T14:51:09Z,37,NA
Joe Biden,potus-approve,All polls,2022-02-08,2022-02-11,YouGov,2578,2578,a,0.6758056405904481,44,56,43.73489782111722,56.7798200019007,NA,https://www.cbsnews.com/news/coronavirus-pandemic-economy-opinion-poll-02-13-2022/,78431,152620,2022-02-13,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-09,2022-02-10,Morning Consult,2210,2210,a,0.6257148938929814,44,51,42.80631949336148,52.343856685714,NA,https://morningconsult.com/2022/02/28/cable-news-credibility/,78505,153003,2022-02-28,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-03,2022-02-09,Susquehanna Polling & Research Inc.,800,800,lv,0.7503224734841288,42,52,41.985731455380446,52.81080271391249,NA,https://thefederalist.com/2022/02/11/gop-surges-to-6-point-generic-ballot-lead-in-new-fdrlst-susquehanna-poll/,78430,152600,2022-02-11,2024-03-05T14:51:09Z,326,NA
Joe Biden,potus-approve,All polls,2022-02-04,2022-02-08,Public Opinion Strategies,1000,1000,rv,0.8388860278781478,43,54,40.37984494332759,52.525518819660164,NA,https://cresenergy.com/pressreleases/poll-voters-support-commonsense-all-the-above-energy-policies-championed-by-republicans/,78515,153095,2022-03-01,2024-03-05T14:51:09Z,260,NA
Joe Biden,potus-approve,All polls,2022-02-02,2022-02-08,Morning Consult,7033,45000,a,1.1162222224612388,41,51,39.80631949336148,52.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,78420,152558,2022-02-10,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-05,2022-02-08,YouGov,1500,1500,a,0.59318199895528545,39,50,38.73489782111722,50.7798200019007,NA,https://docs.cdn.yougov.com/i8sxn720xf/econToplines.pdf,78412,152506,2022-02-09,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-06,2022-02-08,Rasmussen Reports,1500,1500,lv,0.515496813767252,40,58,38.47948848651595,55.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78411,152505,2022-02-09,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2022-02-07,2022-02-08,Ipsos,1005,1005,a,0.4219523273461192,43.18,50.65,42.58352368378699,50.80680410564387,NA,https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-02092022,78409,152466,2022-02-08,2024-03-05T14:51:09Z,154,NA
Joe Biden,potus-approve,All polls,2022-01-31,2022-02-07,Ipsos,4404,4404,a,1.0164031183960187,45,52,44.40352368378699,52.15680410564387,NA,https://www.ipsos.com/en-us/news-polls/half-americans-say-certain-to-vote-upcoming-midterms-021522,78448,152721,2022-02-17,2024-03-05T14:51:09Z,154,NA
Joe Biden,potus-approve,All polls,2022-02-03,2022-02-07,Global Strategy Group/GBAO (Navigator Research),1000,1000,rv,0.8388860278781478,43,55,41.59953446607375,53.52178686299856,NA,https://navigatorresearch.org/wp-content/uploads/2022/02/Navigator-Update-02.10.2022.pdf,78423,152561,2022-02-10,2024-03-05T14:51:09Z,413,NA
Joe Biden,potus-approve,All polls,2022-02-03,2022-02-07,YouGov,1628,1628,a,0.6179730473972198,42,51,41.73489782111722,51.7798200019007,NA,https://docs.cdn.yougov.com/9tf7ilizay/20220207_yahoo_toplines.pdf,78414,152539,2022-02-09,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-02-01,2022-02-07,SurveyMonkey,7033,7590,a,1.4050170517157001,44,53,42.622080624232716,51.19079976507341,NA,https://www.surveymonkey.com/curiosity/lat-super-bowl-2022/,78413,152525,2022-02-09,2024-03-05T14:51:09Z,324,NA
Joe Biden,potus-approve,All polls,2022-02-07,2022-02-07,Morning Consult,2005,2005,rv,0.5959880394959833,43,55,40.80631949336148,55.71954053667116,NA,https://morningconsult.com/2022/02/09/can-americans-find-ukraine-on-a-map/,78410,152475,2022-02-09,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-04,2022-02-06,Morning Consult,2209,2209,a,0.6255733134196467,45,51,43.80631949336148,52.343856685714,NA,https://bipartisanpolicy.org/blog/bpc-morning-consult-pregnancy-discrimination/,78446,152705,2022-02-16,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-06,2022-02-06,Redfield & Wilton Strategies,1500,1500,rv,1.027421360325823,38,48,39.57194418125929,55.14972883329628,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-6-february-2022/,78425,152564,2022-02-10,2024-03-05T14:51:09Z,562,NA
Joe Biden,potus-approve,All polls,2022-01-10,2022-02-06,SSRS,1527,1527,a,1.0366269123380565,41,58,39.60279091531437,54.83567172358957,NA,https://www.cnn.com/2022/02/10/politics/cnn-poll-biden-approval/index.html,78424,152562,2022-02-10,2024-03-05T14:51:09Z,297,NA
Joe Biden,potus-approve,All polls,2022-02-04,2022-02-06,Leger,1005,1005,a,0.8409806279623939,42,55,41.233969807214166,54.22214429823985,NA,https://leger360.com/surveys/legers-north-american-tracker-february-8-2022/,78405,152451,2022-02-08,2024-03-05T14:51:09Z,572,NA
Joe Biden,potus-approve,All polls,2022-02-05,2022-02-06,Morning Consult,2005,2005,rv,0.5959880394959833,41,55,38.80631949336148,55.71954053667116,NA,https://morningconsult.com/2022/02/07/ukraine-crisis-polling-us-voters/,78403,152444,2022-02-07,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-02-02,2022-02-04,TIPP Insights,1355,1355,a,0.9765008117391579,38,48,38.15881994458367,52.891344086304095,NA,https://www.investors.com/politics/president-biden-approval-rating-crashes-as-democrats-cool-investors-turn/,78404,152445,2022-02-07,2024-03-05T14:51:09Z,144,NA
Joe Biden,potus-approve,All polls,2022-02-01,2022-02-03,Rasmussen Reports,1500,1500,lv,0.515496813767252,43,55,41.47948848651595,52.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78392,152423,2022-02-04,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2022-02-02,2022-02-03,Ipsos,1005,1005,a,0.5946631048787299,40.6,56.29,40.003523683786995,56.44680410564387,NA,https://www.ipsos.com/en-us/news-polls/ipsos-core-political-presidential-approval-tracker-02032022,78391,152414,2022-02-03,2024-03-05T14:51:09Z,154,NA
Joe Biden,potus-approve,All polls,2022-02-01,2022-02-02,Morning Consult,2210,2210,a,0.6257148938929814,42,52,40.80631949336148,53.343856685714,NA,https://morningconsult.com/2022/02/10/power-of-big-tech-regulation-antitrust-poll/,78422,152560,2022-02-10,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-01-26,2022-02-01,Morning Consult,7033,45000,a,1.1162222224612388,41,51,39.80631949336148,52.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,78387,152401,2022-02-03,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-01-29,2022-02-01,YouGov,1500,1500,a,0.59318199895528545,42,49,41.73489782111722,49.7798200019007,NA,https://docs.cdn.yougov.com/o2uq4b0h68/econToplines.pdf,78377,152353,2022-02-02,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2022-01-01,2022-01-31,ActiVote,926,926,rv,0.8072507447839596,41,52,41.85884659158032,51.64927185775689,NA,https://www.activote.net/the-lefts-disapproval-of-joe-biden/,84913,188119,2023-12-08,2024-03-05T14:51:09Z,721,NA
Joe Biden,potus-approve,All polls,2022-01-01,2022-01-31,SurveyMonkey,7033,50813,a,1.4050170517157001,44,54,42.622080624232716,52.19079976507341,NA,https://www.surveymonkey.com/curiosity/biden-approval-tracker-2022/,80786,162057,2022-09-24,2024-03-05T14:51:09Z,324,NA
Joe Biden,potus-approve,All polls,2022-01-27,2022-01-31,Rasmussen Reports,1500,1500,lv,0.515496813767252,39,59,37.47948848651595,56.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,78371,152327,2022-02-01,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2022-01-28,2022-01-30,Morning Consult,2005,2005,rv,0.5959880394959833,43,54,40.80631949336148,54.71954053667116,NA,https://www.politico.com/f/?id=0000017e-b883-d713-a1ff-fbab0b900000,78373,152330,2022-02-02,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2022-01-28,2022-01-29,Public Policy Polling,662,662,rv,0.6825460469911132,40,49,39.966726200948486,50.71335535537602,NA,https://www.publicpolicypolling.com/polls/ppp-newsletter-americans-want-swift-confirmation-of-biden-nominee/,78380,152374,2022-02-02,2024-03-05T14:51:09Z,263,NA
Joe Biden,potus-approve,All polls,2022-01-26,2022-01-28,Big Village,1003,1003,a,0.8401434145861552,40.4,53.4,41.15311616371736,54.885171337344744,NA,https://engine-insights.com/blog/public-opinion-polling/,78823,154900,2022-04-26,2024-03-05T14:51:09Z,37,NA
Joe Biden,potus-approve,All polls,2022-01-26,2022-01-27,Ipsos,1002,1002,a,0.593774884659462,45.32,50.48,44.72352368378699,50.63680410564387,NA,https://www.ipsos.com/en-us/future/news-polls/ipsos-core-political-presidential-approval-tracker-01272022,78349,152239,2022-01-27,2024-03-05T14:51:09Z,154,NA
